aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
43,15.6,2022-02-19:04,1,49.3,19,10.33,3.3,2022-02-19T15:00:00,2022-02-19T04:00:00,1645243200
46,15.8,2022-02-19:03,1,50,20,11,3,2022-02-19T14:00:00,2022-02-19T03:00:00,1645239600
47,16,2022-02-19:02,1,47.7,20.7,11.33,3,2022-02-19T13:00:00,2022-02-19T02:00:00,1645236000
49,16.1,2022-02-19:01,1,45.3,21.3,11.67,3,2022-02-19T12:00:00,2022-02-19T01:00:00,1645232400
50,16.3,2022-02-19:00,1,43,22,12,3,2022-02-19T11:00:00,2022-02-19T00:00:00,1645228800
51,16.5,2022-02-18:23,1.3,41.7,22.7,12.33,3,2022-02-19T10:00:00,2022-02-18T23:00:00,1645225200
51,16.7,2022-02-18:22,1.7,40.3,23.3,12.67,3,2022-02-19T09:00:00,2022-02-18T22:00:00,1645221600
52,16.9,2022-02-18:21,2,39,24,13,3,2022-02-19T08:00:00,2022-02-18T21:00:00,1645218000
51,17.3,2022-02-18:20,2,39.7,24,12.67,3,2022-02-19T07:00:00,2022-02-18T20:00:00,1645214400
51,17.7,2022-02-18:19,2,40.3,24,12.33,3,2022-02-19T06:00:00,2022-02-18T19:00:00,1645210800
50,18.1,2022-02-18:18,2,41,24,12,3,2022-02-19T05:00:00,2022-02-18T18:00:00,1645207200
47,18.5,2022-02-18:17,2,43.3,22.3,11.33,3,2022-02-19T04:00:00,2022-02-18T17:00:00,1645203600
44,18.9,2022-02-18:16,2,45.7,20.7,10.67,3,2022-02-19T03:00:00,2022-02-18T16:00:00,1645200000
42,19.3,2022-02-18:15,2,48,19,10,3,2022-02-19T02:00:00,2022-02-18T15:00:00,1645196400
36,20,2022-02-18:14,2.7,49.7,16.3,8.67,3.7,2022-02-19T01:00:00,2022-02-18T14:00:00,1645192800
31,20.8,2022-02-18:13,3.3,51.3,13.7,7.33,4.3,2022-02-19T00:00:00,2022-02-18T13:00:00,1645189200
25,21.6,2022-02-18:12,4,53,11,6,5,2022-02-18T23:00:00,2022-02-18T12:00:00,1645185600
26,22.2,2022-02-18:11,4,56,10,5.33,4.7,2022-02-18T22:00:00,2022-02-18T11:00:00,1645182000
27,22.8,2022-02-18:10,4,59,9,4.67,4.3,2022-02-18T21:00:00,2022-02-18T10:00:00,1645178400
29,23.3,2022-02-18:09,4,62,8,4,4,2022-02-18T20:00:00,2022-02-18T09:00:00,1645174800
38,26.8,2022-02-18:08,4.7,82,7.7,4.33,5.7,2022-02-18T19:00:00,2022-02-18T08:00:00,1645171200
47,30.3,2022-02-18:07,5.3,102,7.3,4.67,7.3,2022-02-18T18:00:00,2022-02-18T07:00:00,1645167600
52,33.8,2022-02-18:06,6,122,7,5,9,2022-02-18T17:00:00,2022-02-18T06:00:00,1645164000
63,35.6,2022-02-18:05,6,130.7,7.7,5.33,10,2022-02-18T16:00:00,2022-02-18T05:00:00,1645160400
74,37.4,2022-02-18:04,6,139.3,8.3,5.67,11,2022-02-18T15:00:00,2022-02-18T04:00:00,1645156800
85,39.1,2022-02-18:03,6,148,9,6,12,2022-02-18T14:00:00,2022-02-18T03:00:00,1645153200
71,37.7,2022-02-18:02,7.7,137,9,6,13,2022-02-18T13:00:00,2022-02-18T02:00:00,1645149600
58,36.4,2022-02-18:01,9.3,126,9,6,14,2022-02-18T12:00:00,2022-02-18T01:00:00,1645146000
53,35,2022-02-18:00,11,115,9,6,15,2022-02-18T11:00:00,2022-02-18T00:00:00,1645142400
39,36.6,2022-02-17:23,14.3,84.3,9.3,6.33,17.3,2022-02-18T10:00:00,2022-02-17T23:00:00,1645138800
28,38.1,2022-02-17:22,17.7,53.7,9.7,6.67,19.7,2022-02-18T09:00:00,2022-02-17T22:00:00,1645135200
29,39.7,2022-02-17:21,21,23,10,7,22,2022-02-18T08:00:00,2022-02-17T21:00:00,1645131600
28,38.1,2022-02-17:20,21,21.7,9.7,6.67,24,2022-02-18T07:00:00,2022-02-17T20:00:00,1645128000
26,36.6,2022-02-17:19,21,20.3,9.3,6.33,26,2022-02-18T06:00:00,2022-02-17T19:00:00,1645124400
25,35,2022-02-17:18,21,19,9,6,28,2022-02-18T05:00:00,2022-02-17T18:00:00,1645120800
25,33.1,2022-02-17:17,17.7,25.3,9,6,26,2022-02-18T04:00:00,2022-02-17T17:00:00,1645117200
25,31.1,2022-02-17:16,14.3,31.7,9,6,24,2022-02-18T03:00:00,2022-02-17T16:00:00,1645113600
25,29.2,2022-02-17:15,11,38,9,6,22,2022-02-18T02:00:00,2022-02-17T15:00:00,1645110000
26,29.8,2022-02-17:14,11,42.7,9.3,6.33,19.7,2022-02-18T01:00:00,2022-02-17T14:00:00,1645106400
28,30.3,2022-02-17:13,11,47.3,9.7,6.67,17.3,2022-02-18T00:00:00,2022-02-17T13:00:00,1645102800
29,30.9,2022-02-17:12,11,52,10,7,15,2022-02-17T23:00:00,2022-02-17T12:00:00,1645099200
29,32.5,2022-02-17:11,12.3,61.7,10,7,15.3,2022-02-17T22:00:00,2022-02-17T11:00:00,1645095600
33,34,2022-02-17:10,13.7,71.3,10,7,15.7,2022-02-17T21:00:00,2022-02-17T10:00:00,1645092000
37,35.6,2022-02-17:09,15,81,10,7,16,2022-02-17T20:00:00,2022-02-17T09:00:00,1645088400
45,36,2022-02-17:08,13.3,97.3,10,7,15,2022-02-17T19:00:00,2022-02-17T08:00:00,1645084800
53,36.4,2022-02-17:07,11.7,113.7,10,7,14,2022-02-17T18:00:00,2022-02-17T07:00:00,1645081200
62,36.8,2022-02-17:06,10,130,10,7,13,2022-02-17T17:00:00,2022-02-17T06:00:00,1645077600
71,35.4,2022-02-17:05,8,136.7,10,7,13,2022-02-17T16:00:00,2022-02-17T05:00:00,1645074000
79,34,2022-02-17:04,6,143.3,10,7,13,2022-02-17T15:00:00,2022-02-17T04:00:00,1645070400
88,32.7,2022-02-17:03,4,150,10,7,13,2022-02-17T14:00:00,2022-02-17T03:00:00,1645066800
62,30.2,2022-02-17:02,6.7,130,10.3,7,14.7,2022-02-17T13:00:00,2022-02-17T02:00:00,1645063200
51,27.6,2022-02-17:01,9.3,110,10.7,7,16.3,2022-02-17T12:00:00,2022-02-17T01:00:00,1645059600
42,25.1,2022-02-17:00,12,90,11,7,18,2022-02-17T11:00:00,2022-02-17T00:00:00,1645056000
32,24.3,2022-02-16:23,11.3,69.3,10.3,7,19.7,2022-02-17T10:00:00,2022-02-16T23:00:00,1645052400
29,23.5,2022-02-16:22,10.7,48.7,9.7,7,21.3,2022-02-17T09:00:00,2022-02-16T22:00:00,1645048800
29,22.8,2022-02-16:21,10,28,9,7,23,2022-02-17T08:00:00,2022-02-16T21:00:00,1645045200
26,21.4,2022-02-16:20,9.3,28.7,8.7,6.33,22.3,2022-02-17T07:00:00,2022-02-16T20:00:00,1645041600
24,20,2022-02-16:19,8.7,29.3,8.3,5.67,21.7,2022-02-17T06:00:00,2022-02-16T19:00:00,1645038000
21,18.7,2022-02-16:18,8,30,8,5,21,2022-02-17T05:00:00,2022-02-16T18:00:00,1645034400
21,18.1,2022-02-16:17,7,32,8,5,18.7,2022-02-17T04:00:00,2022-02-16T17:00:00,1645030800
21,17.5,2022-02-16:16,6,34,8,5,16.3,2022-02-17T03:00:00,2022-02-16T16:00:00,1645027200
21,16.9,2022-02-16:15,5,36,8,5,14,2022-02-17T02:00:00,2022-02-16T15:00:00,1645023600
22,16.7,2022-02-16:14,4.7,37,8.3,5.33,12.3,2022-02-17T01:00:00,2022-02-16T14:00:00,1645020000
24,16.5,2022-02-16:13,4.3,38,8.7,5.67,10.7,2022-02-17T00:00:00,2022-02-16T13:00:00,1645016400
25,16.3,2022-02-16:12,4,39,9,6,9,2022-02-16T23:00:00,2022-02-16T12:00:00,1645012800
25,16.5,2022-02-16:11,3.7,42.3,9.3,6,8.3,2022-02-16T22:00:00,2022-02-16T11:00:00,1645009200
25,16.7,2022-02-16:10,3.3,45.7,9.7,6,7.7,2022-02-16T21:00:00,2022-02-16T10:00:00,1645005600
25,16.9,2022-02-16:09,3,49,10,6,7,2022-02-16T20:00:00,2022-02-16T09:00:00,1645002000
26,17.3,2022-02-16:08,2.7,55.7,10.3,6.33,6.7,2022-02-16T19:00:00,2022-02-16T08:00:00,1644998400
29,17.7,2022-02-16:07,2.3,62.3,10.7,6.67,6.3,2022-02-16T18:00:00,2022-02-16T07:00:00,1644994800
32,18.1,2022-02-16:06,2,69,11,7,6,2022-02-16T17:00:00,2022-02-16T06:00:00,1644991200
33,18.1,2022-02-16:05,2,71.3,11,7,6,2022-02-16T16:00:00,2022-02-16T05:00:00,1644987600
34,18.1,2022-02-16:04,2,73.7,11,7,6,2022-02-16T15:00:00,2022-02-16T04:00:00,1644984000
35,18.1,2022-02-16:03,2,76,11,7,6,2022-02-16T14:00:00,2022-02-16T03:00:00,1644980400
32,17.9,2022-02-16:02,2.7,68.3,11,7,6.7,2022-02-16T13:00:00,2022-02-16T02:00:00,1644976800
29,17.7,2022-02-16:01,3.3,60.7,11,7,7.3,2022-02-16T12:00:00,2022-02-16T01:00:00,1644973200
29,17.5,2022-02-16:00,4,53,11,7,8,2022-02-16T11:00:00,2022-02-16T00:00:00,1644969600
29,17.3,2022-02-15:23,4.3,47,11.3,7,8.7,2022-02-16T10:00:00,2022-02-15T23:00:00,1644966000
29,17.1,2022-02-15:22,4.7,41,11.7,7,9.3,2022-02-16T09:00:00,2022-02-15T22:00:00,1644962400
29,16.9,2022-02-15:21,5,35,12,7,10,2022-02-16T08:00:00,2022-02-15T21:00:00,1644958800
29,16.9,2022-02-15:20,5.3,35,12,7,10,2022-02-16T07:00:00,2022-02-15T20:00:00,1644955200
29,16.9,2022-02-15:19,5.7,35,12,7,10,2022-02-16T06:00:00,2022-02-15T19:00:00,1644951600
29,16.9,2022-02-15:18,6,35,12,7,10,2022-02-16T05:00:00,2022-02-15T18:00:00,1644948000
29,16.5,2022-02-15:17,5.3,35.7,12,7,9.3,2022-02-16T04:00:00,2022-02-15T17:00:00,1644944400
29,16.1,2022-02-15:16,4.7,36.3,12,7,8.7,2022-02-16T03:00:00,2022-02-15T16:00:00,1644940800
29,15.8,2022-02-15:15,4,37,12,7,8,2022-02-16T02:00:00,2022-02-15T15:00:00,1644937200
31,15.6,2022-02-15:14,3.7,37.3,12.3,7.33,7.7,2022-02-16T01:00:00,2022-02-15T14:00:00,1644933600
32,15.4,2022-02-15:13,3.3,37.7,12.7,7.67,7.3,2022-02-16T00:00:00,2022-02-15T13:00:00,1644930000
33,15.2,2022-02-15:12,3,38,13,8,7,2022-02-15T23:00:00,2022-02-15T12:00:00,1644926400
33,15,2022-02-15:11,2.7,39,13.3,8,6,2022-02-15T22:00:00,2022-02-15T11:00:00,1644922800
33,14.8,2022-02-15:10,2.3,40,13.7,8,5,2022-02-15T21:00:00,2022-02-15T10:00:00,1644919200
33,14.6,2022-02-15:09,2,41,14,8,4,2022-02-15T20:00:00,2022-02-15T09:00:00,1644915600
33,14.8,2022-02-15:08,2,46.3,13.7,8,4.3,2022-02-15T19:00:00,2022-02-15T08:00:00,1644912000
33,15,2022-02-15:07,2,51.7,13.3,8,4.7,2022-02-15T18:00:00,2022-02-15T07:00:00,1644908400
33,15.2,2022-02-15:06,2,57,13,8,5,2022-02-15T17:00:00,2022-02-15T06:00:00,1644904800
32,15.8,2022-02-15:05,2,60.7,12.7,7.67,5.3,2022-02-15T16:00:00,2022-02-15T05:00:00,1644901200
31,16.3,2022-02-15:04,2,64.3,12.3,7.33,5.7,2022-02-15T15:00:00,2022-02-15T04:00:00,1644897600
31,16.9,2022-02-15:03,2,68,12,7,6,2022-02-15T14:00:00,2022-02-15T03:00:00,1644894000
29,16.7,2022-02-15:02,2.3,63.3,12,7,6.7,2022-02-15T13:00:00,2022-02-15T02:00:00,1644890400
29,16.5,2022-02-15:01,2.7,58.7,12,7,7.3,2022-02-15T12:00:00,2022-02-15T01:00:00,1644886800
29,16.3,2022-02-15:00,3,54,12,7,8,2022-02-15T11:00:00,2022-02-15T00:00:00,1644883200
35,16.1,2022-02-14:23,3.3,49.3,14.3,8.33,8.7,2022-02-15T10:00:00,2022-02-14T23:00:00,1644879600
40,16,2022-02-14:22,3.7,44.7,16.7,9.67,9.3,2022-02-15T09:00:00,2022-02-14T22:00:00,1644876000
46,15.8,2022-02-14:21,4,40,19,11,10,2022-02-15T08:00:00,2022-02-14T21:00:00,1644872400
46,15.8,2022-02-14:20,4.3,39.3,19,11,10.7,2022-02-15T07:00:00,2022-02-14T20:00:00,1644868800
46,15.8,2022-02-14:19,4.7,38.7,19,11,11.3,2022-02-15T06:00:00,2022-02-14T19:00:00,1644865200
46,15.8,2022-02-14:18,5,38,19,11,12,2022-02-15T05:00:00,2022-02-14T18:00:00,1644861600
49,15.6,2022-02-14:17,4.7,38,20,11.67,11.3,2022-02-15T04:00:00,2022-02-14T17:00:00,1644858000
51,15.4,2022-02-14:16,4.3,38,21,12.33,10.7,2022-02-15T03:00:00,2022-02-14T16:00:00,1644854400
52,15.2,2022-02-14:15,4,38,22,13,10,2022-02-15T02:00:00,2022-02-14T15:00:00,1644850800
50,15,2022-02-14:14,3.7,38.7,20.7,12,8.7,2022-02-15T01:00:00,2022-02-14T14:00:00,1644847200
46,14.8,2022-02-14:13,3.3,39.3,19.3,11,7.3,2022-02-15T00:00:00,2022-02-14T13:00:00,1644843600
42,14.6,2022-02-14:12,3,40,18,10,6,2022-02-14T23:00:00,2022-02-14T12:00:00,1644840000
43,14.4,2022-02-14:11,3,41.7,18.7,10.33,5.7,2022-02-14T22:00:00,2022-02-14T11:00:00,1644836400
44,14.2,2022-02-14:10,3,43.3,19.3,10.67,5.3,2022-02-14T21:00:00,2022-02-14T10:00:00,1644832800
46,14,2022-02-14:09,3,45,20,11,5,2022-02-14T20:00:00,2022-02-14T09:00:00,1644829200
47,14.4,2022-02-14:08,2.7,49.7,20.3,11.33,5,2022-02-14T19:00:00,2022-02-14T08:00:00,1644825600
49,14.8,2022-02-14:07,2.3,54.3,20.7,11.67,5,2022-02-14T18:00:00,2022-02-14T07:00:00,1644822000
50,15.2,2022-02-14:06,2,59,21,12,5,2022-02-14T17:00:00,2022-02-14T06:00:00,1644818400
51,15.4,2022-02-14:05,1.7,61.7,21.3,12.33,5,2022-02-14T16:00:00,2022-02-14T05:00:00,1644814800
51,15.6,2022-02-14:04,1.3,64.3,21.7,12.67,5,2022-02-14T15:00:00,2022-02-14T04:00:00,1644811200
52,15.8,2022-02-14:03,1,67,22,13,5,2022-02-14T14:00:00,2022-02-14T03:00:00,1644807600
52,15.8,2022-02-14:02,1.7,64,22.3,13,5.7,2022-02-14T13:00:00,2022-02-14T02:00:00,1644804000
52,15.8,2022-02-14:01,2.3,61,22.7,13,6.3,2022-02-14T12:00:00,2022-02-14T01:00:00,1644800400
52,15.8,2022-02-14:00,3,58,23,13,7,2022-02-14T11:00:00,2022-02-14T00:00:00,1644796800
47,15.8,2022-02-13:23,3.3,52,20,11.33,7.3,2022-02-14T10:00:00,2022-02-13T23:00:00,1644793200
40,15.8,2022-02-13:22,3.7,46,17,9.67,7.7,2022-02-14T09:00:00,2022-02-13T22:00:00,1644789600
33,15.8,2022-02-13:21,4,40,14,8,8,2022-02-14T08:00:00,2022-02-13T21:00:00,1644786000
32,15.6,2022-02-13:20,4.3,40,13.7,7.67,8,2022-02-14T07:00:00,2022-02-13T20:00:00,1644782400
31,15.4,2022-02-13:19,4.7,40,13.3,7.33,8,2022-02-14T06:00:00,2022-02-13T19:00:00,1644778800
29,15.2,2022-02-13:18,5,40,13,7,8,2022-02-14T05:00:00,2022-02-13T18:00:00,1644775200
29,15,2022-02-13:17,4.7,40.7,12.7,7,7.7,2022-02-14T04:00:00,2022-02-13T17:00:00,1644771600
29,14.8,2022-02-13:16,4.3,41.3,12.3,7,7.3,2022-02-14T03:00:00,2022-02-13T16:00:00,1644768000
29,14.6,2022-02-13:15,4,42,12,7,7,2022-02-14T02:00:00,2022-02-13T15:00:00,1644764400
28,14.4,2022-02-13:14,3.7,43,12,6.67,6.3,2022-02-14T01:00:00,2022-02-13T14:00:00,1644760800
26,14.2,2022-02-13:13,3.3,44,12,6.33,5.7,2022-02-14T00:00:00,2022-02-13T13:00:00,1644757200
25,14,2022-02-13:12,3,45,12,6,5,2022-02-13T23:00:00,2022-02-13T12:00:00,1644753600
25,13.8,2022-02-13:11,3,46.7,11.7,6,4.7,2022-02-13T22:00:00,2022-02-13T11:00:00,1644750000
25,13.6,2022-02-13:10,3,48.3,11.3,6,4.3,2022-02-13T21:00:00,2022-02-13T10:00:00,1644746400
25,13.4,2022-02-13:09,3,50,11,6,4,2022-02-13T20:00:00,2022-02-13T09:00:00,1644742800
25,13,2022-02-13:08,2.7,51,11,6,4,2022-02-13T19:00:00,2022-02-13T08:00:00,1644739200
25,12.6,2022-02-13:07,2.3,52,11,6,4,2022-02-13T18:00:00,2022-02-13T07:00:00,1644735600
25,12.3,2022-02-13:06,2,53,11,6,4,2022-02-13T17:00:00,2022-02-13T06:00:00,1644732000
25,12.1,2022-02-13:05,1.7,52.7,11,6,3.7,2022-02-13T16:00:00,2022-02-13T05:00:00,1644728400
25,11.9,2022-02-13:04,1.3,52.3,11,6,3.3,2022-02-13T15:00:00,2022-02-13T04:00:00,1644724800
25,11.7,2022-02-13:03,1,52,11,6,3,2022-02-13T14:00:00,2022-02-13T03:00:00,1644721200
25,11.5,2022-02-13:02,1,51,10.7,6,3,2022-02-13T13:00:00,2022-02-13T02:00:00,1644717600
25,11.3,2022-02-13:01,1,50,10.3,6,3,2022-02-13T12:00:00,2022-02-13T01:00:00,1644714000
25,11.1,2022-02-13:00,1,49,10,6,3,2022-02-13T11:00:00,2022-02-13T00:00:00,1644710400
28,12.1,2022-02-12:23,1.3,47.3,11.7,6.67,3,2022-02-13T10:00:00,2022-02-12T23:00:00,1644706800
31,13,2022-02-12:22,1.7,45.7,13.3,7.33,3,2022-02-13T09:00:00,2022-02-12T22:00:00,1644703200
33,14,2022-02-12:21,2,44,15,8,3,2022-02-13T08:00:00,2022-02-12T21:00:00,1644699600
33,14.2,2022-02-12:20,2,44,15.3,8,3,2022-02-13T07:00:00,2022-02-12T20:00:00,1644696000
33,14.4,2022-02-12:19,2,44,15.7,8,3,2022-02-13T06:00:00,2022-02-12T19:00:00,1644692400
33,14.6,2022-02-12:18,2,44,16,8,3,2022-02-13T05:00:00,2022-02-12T18:00:00,1644688800
33,14.8,2022-02-12:17,2,43.7,16,8,3.3,2022-02-13T04:00:00,2022-02-12T17:00:00,1644685200
33,15,2022-02-12:16,2,43.3,16,8,3.7,2022-02-13T03:00:00,2022-02-12T16:00:00,1644681600
33,15.2,2022-02-12:15,2,43,16,8,4,2022-02-13T02:00:00,2022-02-12T15:00:00,1644678000
35,15.4,2022-02-12:14,2,42.7,16,8.33,3.7,2022-02-13T01:00:00,2022-02-12T14:00:00,1644674400
36,15.6,2022-02-12:13,2,42.3,16,8.67,3.3,2022-02-13T00:00:00,2022-02-12T13:00:00,1644670800
37,15.8,2022-02-12:12,2,42,16,9,3,2022-02-12T23:00:00,2022-02-12T12:00:00,1644667200
39,15.8,2022-02-12:11,2,41.3,16.7,9.33,3,2022-02-12T22:00:00,2022-02-12T11:00:00,1644663600
40,15.8,2022-02-12:10,2,40.7,17.3,9.67,3,2022-02-12T21:00:00,2022-02-12T10:00:00,1644660000
42,15.8,2022-02-12:09,2,40,18,10,3,2022-02-12T20:00:00,2022-02-12T09:00:00,1644656400
43,15.8,2022-02-12:08,1.7,41.3,19,10.33,3,2022-02-12T19:00:00,2022-02-12T08:00:00,1644652800
44,15.8,2022-02-12:07,1.3,42.7,20,10.67,3,2022-02-12T18:00:00,2022-02-12T07:00:00,1644649200
46,15.8,2022-02-12:06,1,44,21,11,3,2022-02-12T17:00:00,2022-02-12T06:00:00,1644645600
44,15.6,2022-02-12:05,1,45.7,20,10.67,3,2022-02-12T16:00:00,2022-02-12T05:00:00,1644642000
43,15.4,2022-02-12:04,1,47.3,19,10.33,3,2022-02-12T15:00:00,2022-02-12T04:00:00,1644638400
42,15.2,2022-02-12:03,1,49,18,10,3,2022-02-12T14:00:00,2022-02-12T03:00:00,1644634800
40,15,2022-02-12:02,1,48.3,17.7,9.67,3,2022-02-12T13:00:00,2022-02-12T02:00:00,1644631200
39,14.8,2022-02-12:01,1,47.7,17.3,9.33,3,2022-02-12T12:00:00,2022-02-12T01:00:00,1644627600
37,14.6,2022-02-12:00,1,47,17,9,3,2022-02-12T11:00:00,2022-02-12T00:00:00,1644624000
36,14.8,2022-02-11:23,1,46,16.3,8.67,3,2022-02-12T10:00:00,2022-02-11T23:00:00,1644620400
35,15,2022-02-11:22,1,45,15.7,8.33,3,2022-02-12T09:00:00,2022-02-11T22:00:00,1644616800
33,15.2,2022-02-11:21,1,44,15,8,3,2022-02-12T08:00:00,2022-02-11T21:00:00,1644613200
36,15.8,2022-02-11:20,1.3,44,16,8.67,3,2022-02-12T07:00:00,2022-02-11T20:00:00,1644609600
39,16.3,2022-02-11:19,1.7,44,17,9.33,3,2022-02-12T06:00:00,2022-02-11T19:00:00,1644606000
42,16.9,2022-02-11:18,2,44,18,10,3,2022-02-12T05:00:00,2022-02-11T18:00:00,1644602400
40,17.3,2022-02-11:17,2,44.3,17.3,9.67,3,2022-02-12T04:00:00,2022-02-11T17:00:00,1644598800
39,17.7,2022-02-11:16,2,44.7,16.7,9.33,3,2022-02-12T03:00:00,2022-02-11T16:00:00,1644595200
37,18.1,2022-02-11:15,2,45,16,9,3,2022-02-12T02:00:00,2022-02-11T15:00:00,1644591600
33,18.5,2022-02-11:14,2,45,14.3,8,3,2022-02-12T01:00:00,2022-02-11T14:00:00,1644588000
29,18.9,2022-02-11:13,2,45,12.7,7,3,2022-02-12T00:00:00,2022-02-11T13:00:00,1644584400
25,19.3,2022-02-11:12,2,45,11,6,3,2022-02-11T23:00:00,2022-02-11T12:00:00,1644580800
28,20,2022-02-11:11,2,44.7,12,6.67,2.7,2022-02-11T22:00:00,2022-02-11T11:00:00,1644577200
31,20.8,2022-02-11:10,2,44.3,13,7.33,2.3,2022-02-11T21:00:00,2022-02-11T10:00:00,1644573600
33,21.6,2022-02-11:09,2,44,14,8,2,2022-02-11T20:00:00,2022-02-11T09:00:00,1644570000
36,21.8,2022-02-11:08,1.7,44.7,15.7,8.67,2,2022-02-11T19:00:00,2022-02-11T08:00:00,1644566400
39,22,2022-02-11:07,1.3,45.3,17.3,9.33,2,2022-02-11T18:00:00,2022-02-11T07:00:00,1644562800
42,22.2,2022-02-11:06,1,46,19,10,2,2022-02-11T17:00:00,2022-02-11T06:00:00,1644559200
43,22,2022-02-11:05,1,47,19.3,10.33,2.3,2022-02-11T16:00:00,2022-02-11T05:00:00,1644555600
44,21.8,2022-02-11:04,1,48,19.7,10.67,2.7,2022-02-11T15:00:00,2022-02-11T04:00:00,1644552000
46,21.6,2022-02-11:03,1,49,20,11,3,2022-02-11T14:00:00,2022-02-11T03:00:00,1644548400
42,21.4,2022-02-11:02,1,51,17.7,10,3,2022-02-11T13:00:00,2022-02-11T02:00:00,1644544800
37,21.2,2022-02-11:01,1,53,15.3,9,3,2022-02-11T12:00:00,2022-02-11T01:00:00,1644541200
33,21,2022-02-11:00,1,55,13,8,3,2022-02-11T11:00:00,2022-02-11T00:00:00,1644537600
26,21.4,2022-02-10:23,2,55,10.3,6.33,5.3,2022-02-11T10:00:00,2022-02-10T23:00:00,1644534000
25,21.8,2022-02-10:22,3,55,7.7,4.67,7.7,2022-02-11T09:00:00,2022-02-10T22:00:00,1644530400
25,22.2,2022-02-10:21,4,55,5,3,10,2022-02-11T08:00:00,2022-02-10T21:00:00,1644526800
25,21.6,2022-02-10:20,4.7,54.7,4.3,2.67,10,2022-02-11T07:00:00,2022-02-10T20:00:00,1644523200
25,21,2022-02-10:19,5.3,54.3,3.7,2.33,10,2022-02-11T06:00:00,2022-02-10T19:00:00,1644519600
25,20.4,2022-02-10:18,6,54,3,2,10,2022-02-11T05:00:00,2022-02-10T18:00:00,1644516000
26,20,2022-02-10:17,5.3,56.7,3,2,8.7,2022-02-11T04:00:00,2022-02-10T17:00:00,1644512400
27,19.6,2022-02-10:16,4.7,59.3,3,2,7.3,2022-02-11T03:00:00,2022-02-10T16:00:00,1644508800
29,19.3,2022-02-10:15,4,62,3,2,6,2022-02-11T02:00:00,2022-02-10T15:00:00,1644505200
33,20.2,2022-02-10:14,4.3,72,3,2,6.3,2022-02-11T01:00:00,2022-02-10T14:00:00,1644501600
38,21.2,2022-02-10:13,4.7,82,3,2,6.7,2022-02-11T00:00:00,2022-02-10T13:00:00,1644498000
43,22.2,2022-02-10:12,5,92,3,2,7,2022-02-10T23:00:00,2022-02-10T12:00:00,1644494400
48,25.5,2022-02-10:11,7.3,103,2.3,1.33,9.3,2022-02-10T22:00:00,2022-02-10T11:00:00,1644490800
53,28.8,2022-02-10:10,9.7,114,1.7,0.67,11.7,2022-02-10T21:00:00,2022-02-10T10:00:00,1644487200
56,32.1,2022-02-10:09,12,125,1,0,14,2022-02-10T20:00:00,2022-02-10T09:00:00,1644483600
78,34,2022-02-10:08,11,142.7,1,0.33,13.3,2022-02-10T19:00:00,2022-02-10T08:00:00,1644480000
100,36,2022-02-10:07,10,160.3,1,0.67,12.7,2022-02-10T18:00:00,2022-02-10T07:00:00,1644476400
105,37.9,2022-02-10:06,9,178,1,1,12,2022-02-10T17:00:00,2022-02-10T06:00:00,1644472800
108,38.5,2022-02-10:05,8.3,187,1,1,12.3,2022-02-10T16:00:00,2022-02-10T05:00:00,1644469200
111,39.1,2022-02-10:04,7.7,196,1,1,12.7,2022-02-10T15:00:00,2022-02-10T04:00:00,1644465600
113,39.7,2022-02-10:03,7,205,1,1,13,2022-02-10T14:00:00,2022-02-10T03:00:00,1644462000
108,37.7,2022-02-10:02,10.3,186.3,0.7,0.67,14,2022-02-10T13:00:00,2022-02-10T02:00:00,1644458400
102,35.8,2022-02-10:01,13.7,167.7,0.3,0.33,15,2022-02-10T12:00:00,2022-02-10T01:00:00,1644454800
86,33.8,2022-02-10:00,17,149,0,0,16,2022-02-10T11:00:00,2022-02-10T00:00:00,1644451200
52,31.5,2022-02-09:23,16,113,2,1.33,18,2022-02-10T10:00:00,2022-02-09T23:00:00,1644447600
36,29.2,2022-02-09:22,15,77,4,2.67,20,2022-02-10T09:00:00,2022-02-09T22:00:00,1644444000
19,26.8,2022-02-09:21,14,41,6,4,22,2022-02-10T08:00:00,2022-02-09T21:00:00,1644440400
20,25.7,2022-02-09:20,14,42.3,5.3,3.67,23.3,2022-02-10T07:00:00,2022-02-09T20:00:00,1644436800
20,24.5,2022-02-09:19,14,43.7,4.7,3.33,24.7,2022-02-10T06:00:00,2022-02-09T19:00:00,1644433200
21,23.3,2022-02-09:18,14,45,4,3,26,2022-02-10T05:00:00,2022-02-09T18:00:00,1644429600
24,22.8,2022-02-09:17,13.3,51,3.7,2.67,25,2022-02-10T04:00:00,2022-02-09T17:00:00,1644426000
26,22.2,2022-02-09:16,12.7,57,3.3,2.33,24,2022-02-10T03:00:00,2022-02-09T16:00:00,1644422400
29,21.6,2022-02-09:15,12,63,3,2,23,2022-02-10T02:00:00,2022-02-09T15:00:00,1644418800
32,21.2,2022-02-09:14,11.7,69.3,3,2,21,2022-02-10T01:00:00,2022-02-09T14:00:00,1644415200
35,20.8,2022-02-09:13,11.3,75.7,3,2,19,2022-02-10T00:00:00,2022-02-09T13:00:00,1644411600
38,20.4,2022-02-09:12,11,82,3,2,17,2022-02-09T23:00:00,2022-02-09T12:00:00,1644408000
